trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,3.904639600077644,,0.004541599890217185,3.88826119992882,3.8886277999263257,8.888156200060621,8.888162199873477,8.91324929986149,16.888042399892583,16.888042399892583,19.12144699995406,19.888012199895456,19.888012199895456,19.871481799986213,3.33,5.47,333,547,8,3,1.2,0.75,444,0,452,0.8,0,m,0.6836484000086784,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
1,0,1,0,19.888012199895456,,,,19.872647899901494,24.87152020004578,24.87152549996972,24.888052699854597,32.888277299935,32.888277299935,35.088169700000435,35.888247299939394,35.888247299939394,35.87176529993303,4.36,4.44,436,444,8,3,1.2,0.75,444,1,454,1,1,n,0.5199897000566125,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
2,0,2,0,35.888247299939394,,,,35.87270509987138,40.871751700062305,40.87175749987364,40.88818080001511,48.87169869989157,48.87169869989157,51.08841479988769,51.871719900052994,51.871719900052994,51.85523319989443,3.5,5.3,350,530,8,3,1.2,0.75,444,2,451,0.7,1,n,0.6875710000749677,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
3,0,3,0,51.871719900052994,,,,51.85615810006857,56.85523899993859,56.85524469986558,56.871691999956965,64.8551791999489,64.8551791999489,67.07179229985923,67.85522620007396,67.85522620007396,67.83866119990125,3.52,5.28,352,528,8,3,1.2,0.75,444,3,451,0.7,0,m,0.5641435000579804,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
4,0,4,0,67.85522620007396,,,,67.83967730007134,72.8386478999164,72.8386540999636,72.85523430001922,80.83868109993637,80.83868109993637,83.05534079996869,83.83862579986453,83.83862579986453,83.82215959997848,4.67,4.13,467,413,8,3,1.2,0.75,444,0,453,0.8999999999999999,0,m,0.6053167001809925,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
5,0,5,0,83.83862579986453,,,,83.82312449999154,88.82218110002577,88.82218650006689,88.83870229986496,96.8221527999267,96.8221527999267,99.03888739994727,99.82213449990377,99.82213449990377,99.80568780004978,4.51,4.29,451,429,8,3,1.2,0.75,444,1,454,1,1,n,1.0415487000718713,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
6,0,6,0,99.82213449990377,,,,99.80661479989067,104.80563870002516,104.8056443000678,104.82212559995241,112.80568269989453,112.80568269989453,115.02225579996593,115.80558689986356,115.80558689986356,115.78912530001253,4.4,4.4,440,440,8,3,1.2,0.75,444,2,454,1,1,n,1.4256640998646617,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
7,0,7,0,115.80558689986356,,,,115.79014709987678,120.78911360003985,120.78911969996989,120.80564799997956,128.78904010006227,128.78904010006227,131.0057490998879,131.789129300043,131.789129300043,131.77265679999255,4.25,4.55,425,455,8,3,1.2,0.75,444,3,453,0.9,0,m,0.7182612000033259,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
8,0,8,0,131.789129300043,,,,131.77360469987616,136.77279029996134,136.77279599988833,136.7893524998799,144.772646300029,144.772646300029,146.98932819999754,147.7726697998587,147.7726697998587,147.75614869990386,3.69,5.11,369,511,8,3,1.2,0.75,444,0,454,1.0,1,n,0.5669285000767559,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
9,0,9,0,147.7726697998587,,,,147.7570692000445,152.75615149992518,152.75615719985217,152.77272300003096,160.75611379998736,160.75611379998736,162.97275760001503,163.75617789989337,163.75617789989337,163.73961869999766,3.66,5.14,366,514,8,3,1.2,0.75,444,1,454,1.0,1,n,0.5010951000731438,None,,,,,,,,sub-057,COM3,44.4,2025-06-19_15h49.55.305,2024_RDpaindiscrimination_QUEST,2023.2.3,60.05674165004418,2025-06-19 15h50.01.743027 -0400,
