trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,thermode_locali.stopped,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,thermode_locali_EVA.stopped,tâche_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,140.9400958000001,,0.005185600000004342,139.05706280000004,139.05740379999997,139.77358559999993,139.7735931000002,140.92366459999994,140.92395299999998,145.92363690000002,145.92364289999978,145.9412038999999,157.94022069999983,0,inactive,44.7,157.94044729999996,162.60898039999984,27.00000000000019,4.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,162.62374820000014,,,,,,,,162.60988480000015,167.6072162999999,167.6072221999998,167.6236789999998,179.60748620000004,1,active,41.1,179.6076226,183.1757174999998,9.000000000000025,3.548,179.64049729999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,183.1906359999998,,,,,,,,183.1767448999999,188.1740977999998,188.1741038,188.19067499999983,200.17438820000007,2,inactive,44.7,200.17453119999982,202.59243079999987,15.500000000000005,2.398,200.20744999999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,202.60738630000014,,,,,,,,202.59323940000013,207.59100059999992,207.5910076,207.60754850000012,219.5913618999998,3,inactive,44.7,219.59150920000002,223.35912409999992,32.500000000000135,3.748,219.62433789999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,223.37437339999997,,,,,,,,223.35985819999996,228.35783979999997,228.3578462999999,228.37442150000015,240.35817799999995,0,active,41.1,240.35831430000007,245.97704620000013,12.500000000000206,5.597,240.39119059999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,245.99133949999987,,,,,,,,245.97777469999983,250.9747782999998,250.97478390000015,250.9913114000001,262.9751464000001,1,inactive,44.7,262.97528250000005,266.7437192000002,25.000000000000018,3.749,263.00814630000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,266.7580997,,,,,,,,266.7445152,271.74171720000004,271.7417233000001,271.758249,283.74203080000007,2,active,41.1,283.74216590000015,288.0608658000001,20.500000000000107,4.298,283.77497730000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,288.07507239999995,,,,,,,,288.0616248000001,293.0586472,293.05865270000004,293.07515520000015,305.0589716999998,3,active,41.1,305.0591101,308.4609725,24.00000000000002,3.382,305.0919531999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,308.47535419999986,,,,,,,,308.46178120000013,313.4588712999998,313.45887760000005,313.47540530000015,325.4591783999999,0,inactive,44.7,325.45931740000015,328.29401289999987,43.50000000000006,2.815,325.4921132999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,328.3088736999998,,,,,,,,328.2947792,333.29241550000006,333.2924223,333.30896010000015,345.2929356000004,1,active,41.1,345.29307510000035,347.1787561000001,20.0,1.865,345.3256530999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-061,44.7,41.1,45.4,COM3,2025-07-31_08h56.23.618,2024_RDpaindiscrimination_maintask,2023.2.3,59.98908198703773,2025-07-31 08h56.37.776004 -0400,
