trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,210.8420546000125,,0.006495100096799433,210.82565170002636,210.82604760001414,215.82564550009556,215.82565200002864,215.84209050005302,223.82554780005012,223.82554780005012,226.04216610000003,226.82552620000206,226.82552620000206,226.80903500004206,3.84,4.96,384,496,8,3,1.2,0.75,430,0,438,0.8,0,n,2.077052399981767,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
1,0,1,0,226.82552620000206,,,,226.81016930006444,231.80905100004748,231.80905680009164,231.82558699999936,239.8256754000904,239.8256754000904,242.025695700082,242.82571200001985,242.82571200001985,242.80919990001712,3.9,4.9,390,490,8,3,1.2,0.75,430,1,440,1,1,m,0.8183981000911444,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
2,0,2,0,242.82571200001985,,,,242.81011750001926,247.80922130006365,247.80922779999673,247.82569820003118,255.8091746000573,255.8091746000573,258.02582460001577,258.8092696000822,258.8092696000822,258.79269310005475,4.12,4.68,412,468,8,3,1.2,0.75,430,2,437,0.7,0,n,0.6181837000185624,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
3,0,3,0,258.8092696000822,,,,258.79364650009666,263.79277640010696,263.792782500037,263.80924720002804,271.79267680004705,271.79267680004705,274.0093608000316,274.79271170007996,274.79271170007996,274.7761668000603,4.11,4.69,411,469,8,3,1.2,0.75,430,3,439,0.8999999999999999,1,m,0.6303752999519929,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
4,0,4,0,274.79271170007996,,,,274.777101600077,279.7762835000176,279.77629040007014,279.7927656000247,287.7762323000934,287.7762323000934,289.99287920002826,290.77621040004306,290.77621040004306,290.7597536999965,3.35,5.45,335,545,8,3,1.2,0.75,430,0,439,0.8999999999999999,1,m,0.503176899976097,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
5,0,5,0,290.77621040004306,,,,290.7606929000467,295.75973760010675,295.75974400003906,295.7762592000654,303.7596767001087,303.7596767001087,305.97637590009253,306.75971170002595,306.75971170002595,306.7432387000881,4.13,4.67,413,467,8,3,1.2,0.75,430,1,438,0.7999999999999999,0,n,0.5882518000435084,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
6,0,6,0,306.75971170002595,,,,306.7442341001006,311.7431530000176,311.7431591000641,311.75973450008314,319.74312840006314,319.74312840006314,321.95985770004336,322.74321870005224,322.74321870005224,322.7266790000722,3.66,5.14,366,514,8,3,1.2,0.75,430,2,439,0.8999999999999999,1,m,0.6163356999168172,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
7,0,7,0,322.74321870005224,,,,322.7275987000903,327.72673680004664,327.72674300009385,327.74321580003016,335.72670260001905,335.72670260001905,337.9433677000925,338.7267092000693,338.7267092000693,338.7101815000642,4.3,4.5,430,450,8,3,1.2,0.75,430,3,439,0.8999999999999999,1,m,0.5212584999389946,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
8,0,8,0,338.7267092000693,,,,338.7111028000945,343.7102180001093,343.71022460004315,343.7267641000217,351.71017229999416,351.71017229999416,353.92686310003046,354.7100977000082,354.7100977000082,354.6935941000702,4.56,4.24,455,424,8,3,1.2,0.75,430,0,438,0.7999999999999999,1,m,0.8526772999903187,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
9,0,9,0,354.7100977000082,,,,354.69452800008,359.6936341000255,359.6936409000773,359.7102511000121,367.6936422000872,367.6936422000872,369.91031400009524,370.6936246000696,370.6936246000696,370.67711540008895,4.26,4.54,426,454,8,3,1.2,0.75,430,1,438,0.7999999999999999,0,n,0.9499932000180706,None,,,,,,,,sub-068,COM3,43.0,2025-09-19_15h57.22.676,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00398428092364,2025-09-19 15h57.33.615608 -0400,
