trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,146.90889439999592,,0.0073144999332726,146.89246159989852,146.89284129999578,151.8924052999355,151.89241169998422,151.9139115998987,159.89227599999867,159.89227599999867,162.12565159995575,162.89229749992955,162.89229749992955,162.87578799994662,4.66,4.14,466,413,8,3,1.2,0.75,470,0,478,0.8,1,n,1.6272684000432491,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
1,0,1,0,162.89229749992955,,,,162.876924399985,167.8757885999512,167.8757942999946,167.89232619991526,175.87582099996507,175.87582099996507,178.09254569991026,178.87589849997312,178.87589849997312,178.8594802999869,4.48,4.32,448,432,8,3,1.2,0.75,470,1,474,0.4,1,n,1.0323021000949666,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
2,0,2,0,178.87589849997312,,,,178.86039219994564,183.85941289993934,183.85941889998503,183.87594269996043,191.85933859995566,191.85933859995566,194.07605759997386,194.85940749989823,194.85940749989823,194.84287589997984,3.33,5.47,333,547,8,3,1.2,0.75,470,2,473,0.3,0,m,1.625644899904728,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
3,0,3,0,194.85940749989823,,,,194.8437742999522,199.84289729990996,199.84290399996098,199.85945180000272,207.84286989993416,207.84286989993416,210.05953629990108,210.84283469989896,210.84283469989896,210.82631459995173,4.3,4.5,430,450,8,3,1.2,0.75,470,3,476,0.6,1,n,1.0294282999821007,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
4,0,4,0,210.84283469989896,,,,210.82720429997426,215.82632150000427,215.82632829993963,215.8430071999319,223.82636989990715,223.82636989990715,226.0430483999662,226.82637479994446,226.82637479994446,226.8098632999463,4.43,4.37,443,437,8,3,1.2,0.75,470,0,476,0.6,1,n,1.1183941999915987,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
5,0,5,0,226.82637479994446,,,,226.81078529998194,231.80990459991153,231.8099111999618,231.82643309992272,239.8098464999348,239.8098464999348,242.02653889998328,242.8097918999847,242.8097918999847,242.79324649996124,3.96,4.84,396,484,8,3,1.2,0.75,470,1,474,0.39999999999999997,1,n,1.6666612999979407,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
6,0,6,0,242.8097918999847,,,,242.79416209994815,247.79333019990008,247.7933363999473,247.8098050999688,255.7933430999983,255.7933430999983,258.01003529992886,258.7934245999204,258.7934245999204,258.7768596999813,3.28,5.52,328,552,8,3,1.2,0.75,470,2,474,0.39999999999999997,0,m,1.5555444000056013,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
7,0,7,0,258.7934245999204,,,,258.77776379999705,263.77688689995557,263.7768932998879,263.7934367998969,271.7768076999346,271.7768076999346,273.9935398999369,274.77678679989185,274.77678679989185,274.7602705999743,4.63,4.17,463,417,8,3,1.2,0.75,470,3,475,0.5,1,n,1.0398611999116838,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
8,0,8,0,274.77678679989185,,,,274.76121719996445,279.7603715999285,279.76037739997264,279.77684399997815,287.76036369998474,287.76036369998474,289.9770387999015,290.7603354000021,290.7603354000021,290.7438673999859,4.11,4.69,411,469,8,3,1.2,0.75,470,0,475,0.5,1,n,1.0882708000717685,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
9,0,9,0,290.7603354000021,,,,290.74476249993313,295.7438906999305,295.7438965999754,295.7604335999349,303.74397589999717,303.74397589999717,305.96053789998405,306.7438743999228,306.7438743999228,306.72736309992615,3.53,5.27,353,527,8,3,1.2,0.75,470,1,474,0.4,1,n,1.3519789000274613,None,,,,,,,,sub-067,COM3,47.0,2025-09-19_14h29.28.434,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96836068934503,2025-09-19 14h29.40.797259 -0400,
