trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,175.20107840001583,,0.015940899960696697,175.18476379988715,175.18518320005387,180.184815000277,180.18482299987227,180.20120420027524,188.184711500071,188.184711500071,190.40135090006515,191.1846179999411,191.1846179999411,191.16812789998949,3.48,5.32,348,532,8,3,1.2,0.75,470,0,478,0.8,1,n,1.7517390996217728,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
1,0,1,0,191.1846179999411,,,,191.16949080023915,196.16830130014569,196.1683094999753,196.1846794001758,204.18482979992405,204.18482979992405,206.38486819993705,207.18481100024655,207.18481100024655,207.16831510001794,3.88,4.92,388,492,8,3,1.2,0.75,470,1,474,0.4,0,m,1.4062516996636987,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
2,0,2,0,207.18481100024655,,,,207.16933810012415,212.16841500019655,212.16842100024223,212.184827900026,220.1682664998807,220.1682664998807,222.38495780015364,223.1683478001505,223.1683478001505,223.15180610027164,4.54,4.26,454,426,8,3,1.2,0.75,470,2,477,0.7,1,n,0.7519217999652028,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
3,0,3,0,223.1683478001505,,,,223.15282980026677,228.15188710018992,228.15189319988713,228.16839870018885,236.15176089992747,236.15176089992747,238.36849969998002,239.15178469987586,239.15178469987586,239.13541490025818,3.62,5.18,362,518,8,3,1.2,0.75,470,3,477,0.7,1,n,1.260187600273639,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
4,0,4,0,239.15178469987586,,,,239.13636210002005,244.13538719993085,244.13539549987763,244.1518852999434,252.13526260014623,252.13526260014623,254.3519806000404,255.13533989991993,255.13533989991993,255.1188378999941,3.54,5.26,354,526,8,3,1.2,0.75,470,0,475,0.49999999999999994,1,n,1.1083148997277021,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
5,0,5,0,255.13533989991993,,,,255.11983260000125,260.1188913998194,260.1188970999792,260.1354110999964,268.11884640017524,268.11884640017524,270.3355000000447,271.11883080005646,271.11883080005646,271.10241230018437,3.89,4.91,389,491,8,3,1.2,0.75,470,1,475,0.49999999999999994,1,n,0.6002225000411272,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
6,0,6,0,271.11883080005646,,,,271.10350099997595,276.1023782999255,276.1023840000853,276.1189195001498,284.11903129983693,284.11903129983693,286.31902489997447,287.1189788999036,287.1189788999036,287.1025184998289,3.69,5.11,369,511,8,3,1.2,0.75,470,2,473,0.3,1,n,1.0639678002335131,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
7,0,7,0,287.1189788999036,,,,287.1035207998939,292.10257710004225,292.1025848002173,292.11910580005497,300.102466000244,300.102466000244,302.3192115002312,303.10255119996145,303.10255119996145,303.08599059982225,3.36,5.44,336,544,8,3,1.2,0.75,470,3,473,0.3,None,None,,,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
8,0,8,0,303.10255119996145,,,,303.0869546001777,308.0860569002107,308.086063799914,308.1025654999539,316.0859945002012,316.0859945002012,318.30270519992337,319.0860584001057,319.0860584001057,319.0695354002528,4.39,4.41,438,441,8,3,1.2,0.75,470,0,473,0.3,1,n,0.42242900002747774,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
9,0,9,0,319.0860584001057,,,,319.07062350027263,324.0695843002759,324.0695902002044,324.08613529987633,332.08622920000926,332.08622920000926,334.28621880011633,335.0862266998738,335.0862266998738,335.0697007002309,4.65,4.15,465,415,8,3,1.2,0.75,470,1,473,0.3,1,n,0.5935462997294962,None,,,,,,,,sub-063,COM3,47,2025-09-08_13h33.13.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.97077017763902,2025-09-08 13h33.21.229541 -0400,
