trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,234.67866800003685,,0.009580400073900819,234.66246030002367,234.6628887000261,239.66226110002026,239.66226680006366,239.68143009999767,247.66220660007093,247.66220660007093,249.8955734000774,250.66222100006416,250.66222100006416,250.64582259999588,3.88,4.92,388,492,8,3,1.2,0.75,464,0,472,0.8,1,n,2.0558733000652865,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
1,0,1,0,250.66222100006416,,,,250.64710260007996,255.64583380008116,255.64583930000663,255.66231310006697,263.6623821000103,263.6623821000103,265.8624761000974,266.66248230007477,266.66248230007477,266.64591660001315,3.37,5.43,337,543,8,3,1.2,0.75,464,1,468,0.4,1,n,0.5531604000134394,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
2,0,2,0,266.66248230007477,,,,266.64692490000743,271.6459617000073,271.64596810005605,271.6624814000679,279.6459459000034,279.6459459000034,281.8625529999845,282.645825900021,282.645825900021,282.6293986000819,4.16,4.64,416,463,8,3,1.2,0.75,464,2,467,0.3,0,m,0.3402773999841884,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
3,0,3,0,282.645825900021,,,,282.63043650006875,287.6294232000364,287.6294294000836,287.64600310008973,295.62940239999443,295.62940239999443,297.84605510008987,298.62943110009655,298.62943110009655,298.6129235000117,4.36,4.44,436,444,8,3,1.2,0.75,464,3,470,0.6,0,m,0.4284097000490874,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
4,0,4,0,298.62943110009655,,,,298.6139218000462,303.6129155000672,303.61292169999797,303.6294674000237,311.6129049999872,311.6129049999872,313.8295995000517,314.61289200000465,314.61289200000465,314.59645640000235,4.66,4.14,466,413,8,3,1.2,0.75,464,0,473,0.8999999999999999,1,n,0.6864972000475973,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
5,0,5,0,314.61289200000465,,,,314.5974904000759,319.596462000045,319.5964685000945,319.612959900056,327.6130409000907,327.6130409000907,329.8130685000215,330.6130792000331,330.6130792000331,330.59656400000677,4.63,4.17,463,417,8,3,1.2,0.75,464,1,473,0.8999999999999999,1,n,0.5849361000582576,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
6,0,6,0,330.6130792000331,,,,330.59757670003455,335.59663180005737,335.5966378999874,335.6131652999902,343.5964693999849,343.5964693999849,345.81312599999364,346.59647660003975,346.59647660003975,346.58000250009354,4.45,4.35,445,434,8,3,1.2,0.75,464,2,471,0.7,0,m,0.4581371999811381,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
7,0,7,0,346.59647660003975,,,,346.5810041000368,351.57999310002197,351.57999890006613,351.59652240003925,359.58006090007257,359.58006090007257,361.7967515999917,362.5801234000828,362.5801234000828,362.56357570004184,4.42,4.38,442,438,8,3,1.2,0.75,464,3,472,0.7999999999999999,0,m,0.37441280006896704,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
8,0,8,0,362.5801234000828,,,,362.56459480000194,367.56350940000266,367.56351590005215,367.58002680004574,375.56344729999546,375.56344729999546,377.7802004000405,378.5635668000905,378.5635668000905,378.5470411001006,3.83,4.97,383,497,8,3,1.2,0.75,464,0,473,0.8999999999999999,0,m,0.4626630999846384,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
9,0,9,0,378.5635668000905,,,,378.5480186000932,383.54704229999334,383.54704820003826,383.56359040003736,391.54711340006907,391.54711340006907,393.76376960007474,394.54710750002414,394.54710750002414,394.5306327000726,4.06,4.74,405,474,8,3,1.2,0.75,464,1,474,0.9999999999999999,1,n,0.7469638000475243,None,,,,,,,,sub-073,COM3,46.4,2026-02-13_15h13.47.847,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00358818601326,2026-02-13 15h13.56.324692 -0500,
