trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,9.022390500060283,,0.005683100083842874,9.005983000039123,9.006342599983327,14.005899699986912,14.005906100035645,14.026686900062487,22.005873400019482,22.005873400019482,24.23920630000066,25.005880700075068,25.005880700075068,24.9894035999896,4.14,4.66,413,466,8,3,1.2,0.75,471,0,479,0.8,1,m,1.3926392999710515,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
1,0,1,0,25.005880700075068,,,,24.990597900003195,29.989391700015403,29.98939710005652,30.00594110006932,38.00605349999387,38.00605349999387,40.20607110008132,41.00610850006342,41.00610850006342,40.98957259999588,3.7,5.1,370,509,8,3,1.2,0.75,471,1,475,0.4,1,m,0.9798245000420138,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
2,0,2,0,41.00610850006342,,,,40.99049540003762,45.989608000032604,45.98961380007677,46.00613270001486,53.989572099992074,53.989572099992074,56.20623830007389,56.98953859996982,56.98953859996982,56.973066100035794,3.81,4.99,381,499,8,3,1.2,0.75,471,2,474,0.3,1,m,0.6209327999968082,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
3,0,3,0,56.98953859996982,,,,56.974029800039716,61.97305650007911,61.97306170000229,61.98959550005384,69.97297720005736,69.97297720005736,72.1897856000578,72.97317600005772,72.97317600005772,72.95665389997885,4.56,4.24,455,424,8,3,1.2,0.75,471,3,474,0.3,1,m,0.6331444000825286,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
4,0,4,0,72.97317600005772,,,,72.95762460003607,77.95661350002047,77.95661920006387,77.97309340001084,85.9565115000587,85.9565115000587,88.17322730005253,88.95656790002249,88.95656790002249,88.94004810007755,3.98,4.82,398,482,8,3,1.2,0.75,471,0,474,0.3,1,m,0.569772900082171,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
5,0,5,0,88.95656790002249,,,,88.94098419998772,93.94006799999624,93.94007390004117,93.95660689997021,101.94002720003482,101.94002720003482,104.15688829997089,104.94008950004354,104.94008950004354,104.92353919998277,4.36,4.44,436,444,8,3,1.2,0.75,471,1,474,0.3,1,m,0.6552767999237403,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
6,0,6,0,104.94008950004354,,,,104.9245020999806,109.9235958000645,109.92360169999301,109.9401173000224,117.92354670003988,117.92354670003988,120.14022850000765,120.92357440001797,120.92357440001797,120.90708400006406,4.04,4.76,404,476,8,3,1.2,0.75,471,2,474,0.3,1,m,0.6471360999858007,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
7,0,7,0,120.92357440001797,,,,120.90803629998118,125.90720720007084,125.90721370000392,125.92374550004024,133.90716339997016,133.90716339997016,136.12386220006738,136.90715640003327,136.90715640003327,136.89065329998266,4.38,4.42,438,442,8,3,1.2,0.75,471,3,474,0.3,1,m,0.6363843999570236,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
8,0,8,0,136.90715640003327,,,,136.89165560004767,141.8907205000287,141.89072630007286,141.9072518000612,149.89064100000542,149.89064100000542,152.1073642000556,152.89069570007268,152.89069570007268,152.87420399999246,4.53,4.27,453,426,8,3,1.2,0.75,471,0,474,0.3,1,m,0.7880518999882042,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
9,0,9,0,152.89069570007268,,,,152.87518510001246,157.87423740001395,157.87424340005964,157.89076219999697,165.8741012000246,165.8741012000246,168.0907873000251,168.87413110001944,168.87413110001944,168.85767940001097,4.66,4.14,466,413,8,3,1.2,0.75,471,1,474,0.3,1,m,0.9922208999050781,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
10,0,10,0,168.87413110001944,,,,168.85868960001972,173.85772810003255,173.8577334000729,173.87426369998138,181.85769920004532,181.85769920004532,184.0743838000344,184.85772650002036,184.85772650002036,184.8412129000062,4.48,4.32,448,432,8,3,1.2,0.75,471,2,474,0.3,1,m,0.7216254000086337,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
11,0,11,0,184.85772650002036,,,,184.8421860000817,189.84126740007196,189.84127340000123,189.85778419999406,197.84122489998117,197.84122489998117,200.057901400025,200.84125170006882,200.84125170006882,200.8247339000227,3.5,5.3,350,530,8,3,1.2,0.75,471,3,474,0.3,1,m,2.5422195000573993,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
12,0,12,0,200.84125170006882,,,,200.8256839000387,205.8247768000001,205.82478300004732,205.8413168999832,213.82472500007134,213.82472500007134,216.0414068000391,216.82476420002058,216.82476420002058,216.80824919999577,4.12,4.68,412,468,8,3,1.2,0.75,471,0,474,0.3,0,n,2.6068073000060394,None,,,,,,,,sub-054,COM3,47.1,2025-06-03_08h21.17.819,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0256669889599,2025-06-03 08h23.48.119392 -0400,
