trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,135.10266030000003,,0.0012087999998584564,135.0861491999999,135.0865302000002,140.0862416,140.0862471999999,140.10531649999984,148.0862360000001,148.0862360000001,150.31952730000012,151.08621549999998,151.08621549999998,151.0697024000001,3.33,5.47,333,547,8,3,1.2,0.75,447,0,455,0.8,1,n,1.7671187000000828,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
1,0,1,0,151.08621549999998,,,,151.07087360000014,156.0696479000003,156.06965459999992,156.08615629999986,164.08634900000015,164.08634900000015,166.28636619999997,167.0864145999999,167.0864145999999,167.0698640999999,3.61,5.19,361,519,8,3,1.2,0.75,447,1,451,0.4,1,n,1.788240400000177,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
2,0,2,0,167.0864145999999,,,,167.0708007000003,172.06988709999996,172.0698926,172.0863631000002,180.06984850000026,180.06984850000026,182.2865538000001,183.0699923000002,183.0699923000002,183.05337929999996,4.69,4.11,469,411,8,3,1.2,0.75,447,2,450,0.3,0,m,1.4758672000002662,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
3,0,3,0,183.0699923000002,,,,183.05434000000014,188.0533948000002,188.0534001000001,188.06994290000011,196.05335689999993,196.05335689999993,198.27005289999988,199.05334189999985,199.05334189999985,199.0368472,3.45,5.35,345,535,8,3,1.2,0.75,447,3,453,0.6,0,m,1.8410576000001129,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
4,0,4,0,199.05334189999985,,,,199.0377784000002,204.03694900000028,204.03695460000017,204.05351440000004,212.03696850000006,212.03696850000006,214.25358589999996,215.03693780000003,215.03693780000003,215.02042239999992,4.21,4.59,421,459,8,3,1.2,0.75,447,0,456,0.8999999999999999,0,m,1.9603017999997974,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
5,0,5,0,215.03693780000003,,,,215.0213592,220.02045270000008,220.02046109999992,220.03699490000008,228.02040100000022,228.02040100000022,230.23706960000027,231.0204303999999,231.0204303999999,231.00394080000024,3.72,5.08,372,508,8,3,1.2,0.75,447,1,457,1,1,n,1.7260369999999057,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
6,0,6,0,231.0204303999999,,,,231.0048294000003,236.00396309999996,236.00396850000016,236.02050270000018,244.00396350000028,244.00396350000028,246.22060890000012,247.0039396000002,247.0039396000002,246.98747559999993,4.36,4.44,436,444,8,3,1.2,0.75,447,2,457,1,0,m,1.2611236000002464,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
7,0,7,0,247.0039396000002,,,,246.98844850000023,251.98747809999986,251.98748400000022,252.00400369999988,259.9874869,259.9874869,262.2041174000001,262.9874640000003,262.9874640000003,262.97090750000007,3.35,5.45,335,545,8,3,1.2,0.75,447,3,457,1,0,m,1.6668170000002647,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
8,0,8,0,262.9874640000003,,,,262.9718419999999,267.9709668999999,267.97097299999996,267.9875148000001,275.9709324999999,275.9709324999999,278.18763119999994,278.97096650000003,278.97096650000003,278.9544418999999,4.19,4.61,419,461,8,3,1.2,0.75,447,0,457,1,1,n,1.757858799999667,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
9,0,9,0,278.97096650000003,,,,278.9553498999999,283.95440020000024,283.9544057000003,283.9709739,291.95445400000017,291.95445400000017,294.17114200000015,294.95447300000023,294.95447300000023,294.9379788000001,3.89,4.91,389,491,8,3,1.2,0.75,447,1,457,1,0,m,1.3503998999999567,None,,,,,,,,sub-061,COM3,44.7,2025-07-31_08h44.22.407,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00913339017034,2025-07-31 08h44.41.185380 -0400,
