trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,3.8003703000722453,,0.01699720008764416,3.783984599984251,3.784321099985391,8.783886600052938,8.783892999985255,8.806010900065303,16.783863399992697,16.783863399992697,19.01718730002176,19.783904700074345,19.783904700074345,19.767340300022624,4.74,4.06,474,405,8,3,1.2,0.75,456,0,464,0.8,1,n,0.5025790999643505,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
1,0,1,0,19.783904700074345,,,,19.768464100081474,24.767425500089303,24.767431500018574,24.783997100079432,32.76740300003439,32.76740300003439,34.98405219998676,35.767416100017726,35.767416100017726,35.75089830008801,4.46,4.34,446,434,8,3,1.2,0.75,456,1,460,0.4,1,n,0.4153163000009954,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
2,0,2,0,35.767416100017726,,,,35.7518287000712,40.75094270007685,40.75094860000536,40.76747630001046,48.75093430001289,48.75093430001289,50.96765010000672,51.75098820007406,51.75098820007406,51.73443359998055,3.66,5.14,366,514,8,3,1.2,0.75,456,2,459,0.3,0,m,0.9241012999555096,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
3,0,3,0,51.75098820007406,,,,51.73533080006018,56.73450000002049,56.73450570006389,56.750992899993435,64.73442150000483,64.73442150000483,66.95111190003809,67.73443110007793,67.73443110007793,67.71791390003636,3.46,5.34,346,534,8,3,1.2,0.75,456,3,462,0.6,1,n,0.46456400002352893,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
4,0,4,0,67.73443110007793,,,,67.71884510002565,72.71805470006075,72.71806119999383,72.73458050005138,80.71793120005168,80.71793120005168,82.93462559999898,83.71803990006447,83.71803990006447,83.70149160001893,4.66,4.14,466,413,8,3,1.2,0.75,456,0,462,0.6,0,m,0.7211391000309959,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
5,0,5,0,83.71803990006447,,,,83.70244800008368,88.70147830003407,88.70148410007823,88.71801700000651,96.70144269999582,96.70144269999582,98.91813620005269,99.70147840003483,99.70147840003483,99.68497880001087,3.82,4.98,382,498,8,3,1.2,0.75,456,1,465,0.8999999999999999,0,m,0.8496730000479147,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
6,0,6,0,99.70147840003483,,,,99.68592080008239,104.68507660005707,104.68508309999015,104.70154210005421,112.684967600042,112.684967600042,114.90166470000986,115.68500050005969,115.68500050005969,115.66851460002363,4.06,4.74,405,474,8,3,1.2,0.75,456,2,466,1,1,n,0.6147813000716269,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
7,0,7,0,115.68500050005969,,,,115.66941480000969,120.66852700000163,120.66853350005113,120.68507200002205,128.66854790004436,128.66854790004436,130.8851907000644,131.66856390004978,131.66856390004978,131.6521038999781,3.5,5.3,350,530,8,3,1.2,0.75,456,3,466,1,1,n,0.46648809988982975,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
8,0,8,0,131.66856390004978,,,,131.65306909999344,136.65205230005085,136.65205789997708,136.66858990001492,144.65215680003166,144.65215680003166,146.86879670002963,147.6521404000232,147.6521404000232,147.63565140007995,4.56,4.24,455,424,8,3,1.2,0.75,456,0,464,0.8,0,m,0.9952692999504507,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
9,0,9,0,147.6521404000232,,,,147.63657860003877,152.63572929997463,152.63573710003402,152.65221289999317,160.6356537999818,160.6356537999818,162.85235529998317,163.63570590002928,163.63570590002928,163.6191871999763,4.36,4.44,436,444,8,3,1.2,0.75,456,1,465,0.9,0,m,1.2151931000407785,None,,,,,,,,sub-053,COM3,45.6,2025-06-02_08h32.53.264,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00250810996653,2025-06-02 08h33.07.431593 -0400,
